CONTRACT_ID,UPC,DESCRIPTION,CITY_COUNTY,MANAGER_EMAIL,CONSTRUCTION_COMPANY,ON_TIME_STATUS,ON_BUDGET_STATUS,CONTRACT_AWARD_AMOUNT,COST_OF_WORK_TO_DATE,ORIGINAL_SPECIFIED_COMPLETION_DATE
U0000105222B12,105222,NBL BRIDGE REPLACEMENT OVER BRICK KILN CREEK,,,"ALLAN MYERS VA, INC.",G,R,4488072,4860676,2021-05-26
U0000107041C01,107041,SUPER-ELEVATION CORRECTION AND RIGHT TURN LANE ADDITION,,,BRANSCOME INC.,G,G,1193282,997519,2020-10-30
TM421STD117631,117631,2021 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1346186,0,2021-10-15
U0000098813B38,98813,SGR - BRIDGE REPLACEMENT OVER BLACKWATER RIVER,,,"BRYANT STRUCTURES, INC.",G,G,11312493,742854,2023-06-22
U0000106841N01,106841,PIPE CULVERT REPAIRS,,"""John.Arms@vdot.virginia.gov""","CURTIS CONTRACTING, INC.",G,G,822915,792025,2018-10-23
U0000107044C01,107044,#HB2.FY17 INTERCHANGE MOD AT I-64 / NORTHAMPTON BLVD.,,,"BRANCH CIVIL, INC.",G,R,3833216,4515316,2018-05-30
U0000108591C01,108591,I-664 COLLEGE DR INTERCHANGE LIGHTING RESTORATION,,,"DAGAN ELECTRIC COMPANY, LLC",G,G,2047922,2253740,2019-07-24
U0000110231B76,110231,"Heat Straightening & Steel Repairs - On I-64, I-264, Rte.710",,"""pmoose@centuryeng.com""",CORMAN KOKOSING CONSTRUCTION COMPANY,G,G,2764104,2808817,2018-12-07
U0000111707C01,111707,SMARTSCALE - INTERSECTION IMPROVEMENTS,,,"CURTIS CONTRACTING, INC.",G,G,2412060,1573531,2021-08-31
U0000107043C01,107043,I-64 WB EXIT 296A RAMP TERMINAL REALIGNMENT,,,BRYANT-RITTER ELECTRIC CORPORATION,G,G,917850,915818,2019-10-29
U0000108007B05,108007,JOINT CLOSURES & RIGID OVERLAYS FOR 13 BRIDGE STRUCTURES,,"""John.Arms@vdot.virginia.gov""","M. D. MILLER CO., INC.",G,G,4793944,4334964,2019-08-16
U0000109232C01,109232,INTELLIGENT TRANSPORTATION SYSTEMS IMPROVEMENTS,,,"CURTIS CONTRACTING, INC.",G,G,1044397,890616,2019-04-26
U0000111063N01,111063,I-564 OPEN CUTS REPAIR AND MAINLINE PATCHING,,,DENTON CONCRETE SERVICES COMPANY,G,G,884306,834040,2019-05-01
U0000111711C01,111711,SMART SCALE* - ROAD RECONSTRUCTION AND BRIDGE REPLACEMENT,Virginia Beach,,"ALLAN MYERS VA, INC.",G,G,83217777,27094683,2023-04-29
U0000112897C01,113403,MAINLINE RESURFACING W/BOWERS HILL INTERIM IMPROVEMENTS,,,"ALLAN MYERS VA, INC.",G,G,3197777,3155403,2019-11-15
U0000114355M01,114355,MMMBT SEEPAGE/JOINT REPAIR PROJECT,,,"CURTIS CONTRACTING, INC.",G,G,2489255,2541917,2019-05-17
U0000112923P01,112923,I-64 EXPRESS LANES - SEGMENT 2,,,"ALDRIDGE ELECTRIC, INC.",G,G,19177777,2563036,2022-09-22
U0000115766N01,115766,MONITOR MERRIMAC MEMORIAL BRIDGE TUNNEL PAVING,,,BRANSCOME INC.,G,G,1306823,1156759,2020-10-26
U000101495B62x,108976,SGR* - BRIDGE REPLACEMENT OVER NOTTOWAY RIVER,,,CROWDER CONSTRUCTION COMPANY,G,G,11795305,2140771,2022-09-22
U000107429N01B,107429,CONCRETE PAVEMENT REPAIR & THMACO,,,BRANSCOME INC.,R,G,3860235,3478970,2020-11-11
U000117194B612,117194,JOINT ASSEMBLY REPLACEMENT,,,"ELITE CONTRACTING GROUP, INC.",G,G,1956317,0,2021-10-29
U0000114484N01,114484,RESTORE ACCESS ALONG ROUTE 810,,,BRANSCOME INC.,G,G,878218,661465,2019-06-15
U000102948M01B,102948,RTE 199 INTERSECTION IMPROVEMENTS AT BROOKWOOD DRIVE,,,"HENRY S BRANSCOME, L.L.C.",G,G,357774,334962,2018-07-19
U000113409D661,113409,CULVERT REPLACEMENT,,,"ALLAN MYERS VA, INC.",G,G,777777,762570,2020-09-29
UM518PMA112441,112441,2018 PLANT MIX,,,"DEVCON  CONTRACTING, INC.",G,G,847317,673473,2018-12-07
UM518PMB112443,112444,2018 PLANT MIX,,,"CURTIS CONTRACTING, INC.",G,G,452394,462697,2018-12-07
UM518PMC112445,112447,2018 PLANT MIX,,,"CURTIS CONTRACTING, INC.",G,G,1807419,1653405,2018-12-07
UM518PMD112448,112449,2018 PLANT MIX,,"""John.Arms@vdot.virginia.gov""","CURTIS CONTRACTING, INC.",R,G,2168551,2018871,2018-12-07
U00113393B0501,113393,BRIDGE DECK REPAIRS,,,CORMAN KOKOSING CONSTRUCTION COMPANY,G,G,2453870,1943544,2020-08-28
UM518PME112149,112150,2018 PLANT MIX,,,BRANSCOME INC.,G,G,3178266,3010026,2018-12-07
UM518PMG110769,110771,SGR* - 2018 PLANT MIX,,,BRANSCOME INC.,G,G,5239311,5079459,2018-12-07
UM518PML110635,110635,"CONCRETE PAVEMENT REPAIR, I-64 MAINLINE EAST AND WEST",,,DENTON CONCRETE SERVICES COMPANY,G,G,948875,821955,2018-11-09
UM518PMR112503,112503,CONCRETE PAVEMENT REPAIR AND ASPHALT OVERLAY,,,BRANSCOME INC.,G,G,3659231,3074299,2018-11-09
UM518PMP111231,111231,2018 PLANT MIX,,,"ALLAN MYERS VA, INC.",R,G,1977777,1649444,2018-12-07
UM519PMA113903,113902,2019 PLANT MIX,,,"CURTIS CONTRACTING, INC.",G,R,2120675,2520906,2019-12-06
UM519PMB114142,114142,2019 PLANT MIX,,,BRANSCOME INC.,G,G,1410952,1214021,2019-12-06
UM519PME113401,113401,2019 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,R,2571777,3019623,2019-12-06
UM518PMY110613,110613,CONCRETE AND ASPHALT REPAIR OF RAMPS ON I-264,,,"CURTIS CONTRACTING, INC.",G,G,1226724,1167220,2018-11-09
UM520PMB114786,114786,2020 PLANT MIX,,,BRANSCOME INC.,G,G,1992165,1754750,2020-11-20
UM520PMG114784,114784,2020 PLANT MIX,,,BRANSCOME INC.,G,G,2867837,2775204,2020-11-20
V0000017630C01,17630,SMART Scale* - I-264/WITCHDUCK RD INTERCHANGE & RAMP EXTEND.,Virginia Beach,,THE LANE CONSTRUCTION CORPORATION,R,Y,105399864,76985786,2021-09-16
V0000102944M01,102944,CENTERVILLE ROAD INTERSECTION IMPROVEMENTS AT NEWS ROAD,,,"HENRY S BRANSCOME, L.L.C.",G,G,1992060,1835510,2020-11-20
UM520SSA114785,114785,2020 SLURRY SEAL,,,BOXLEY MATERIALS COMPANY,R,G,607432,593388,2020-10-23
V0000057048C08,108042,#SMART18 RTE 264 - INTER IMPROVEMENTS - 64 WB RAMP TO 264 EB,Norfolk,"""James.Klotz@vdot.virginia.gov""",TUTOR PERINI CORPORATION,R,G,107380000,107384557,2019-10-24
V0000104965B63,104965,SGR - BRIDGE ON RTE. 308 OVER THREE CREEK,,,MCLEAN CONTRACTING COMPANY,G,G,2178368,2091454,2019-05-24
V0000108462N78,108462,CLEAN AND REPAINT STRUCTURE STEEL ON FOUR BRIDGES,,,"K.V.K. CONTRACTING, INC.",G,G,1424000,1424000,2018-09-27
V0000112500N01,112500,INSTALL HIGH TENSION CABLE GUARDRAIL IN MEDIAN,,,"MAKCO, INCORPORATED",G,G,344900,326538,2019-02-14
V0000113032B27,113032,SGR - BRIDGE REPLACEMENT OVER PITTS CREEK,,,MCLEAN CONTRACTING COMPANY,G,G,2999999,2390173,2021-06-18
V0000104337C01,104337,RECONSTRUCT INTERSECTION,,,"HOWARD BROTHERS CONTRACTOR, INC.",G,G,997342,976942,2018-12-09
V0000108058C01,108058,TUNNEL LIGHTING REPLACEMENT,,,"E. G. MIDDLETON, INC.",G,G,1815934,1809921,2019-01-14
V0000109481C01,109481,SMARTSCALE - INTERSECTION IMPROVEMENTS,,,"HENRY S BRANSCOME, L.L.C.",G,G,3250613,0,2022-10-17
V0000112605N04,112605,Clean and Repaint 7 Bridges,,,"K.V.K. CONTRACTING, INC.",G,G,1117935,1117935,2019-10-04
V000106665DB82,106665,I64 SEGMENT II DESIGN BUILD,,,"ALLAN MYERS VA, INC.",R,G,138747777,140786677,2019-05-24
V000106689DB97,109790,I-64 CAPACITY IMPROVEMENTS - SEGMENT III DESIGN BUILD,,,"SHIRLEY CONTRACTING COMPANY, LLC",R,G,287858839,138058833,2021-09-24
V000106692DB93,108990,"I-64 SOUTHSIDE WIDENING HIGH RISE BRIDGE, PHASE I, DB",,,GRANITE/PARSONS/CORMAN A JOINT VENTURE,R,Y,409595765,227656103,2021-07-30
W0000083164C01,83164,REPLACEMENT OF BRIDGES ON I-95 OVER MEHERRIN RIVER,Emporia,"""John.Arms@vdot.virginia.gov""","WAGMAN HEAVY CIVIL, INC.",G,G,22245223,22599407,2019-10-01
V0000114848N51,114848,BRIDGE PAINTING,Newport News,,"MANOLIS PAINTING, INC.",G,G,1090000,392397,2021-06-25
VM521PMF117578,117578,2021 PLANT MIX,,,LEE HY PAVING CORPORATION,G,G,876967,0,2021-11-15
W0000107986B50,107986,64/664 INTERCHANGE EPOXY OVERLAY,,,"TITAN INDUSTRIAL SERVICES, INC.",G,G,1413902,1431842,2019-07-23
W000107852C01B,107852,BRIDGE REPLACEMENT OVER CHIPPOKES CREEK,,,SHAMROCK CONSTRUCTION CORPORATION,R,G,729950,718300,2020-05-22
WM518STA111989,112040,2018 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,659522,627462,2018-10-26
WM519STA113904,113900,2019 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,950138,945041,2019-10-25
W0000104009M01,104009,BRIDGE REPLACEMENTS OVER BLACKWATER RIVER,Sussex County,"""John.Arms@vdot.virginia.gov""",INFRASTRUCTURE AND INDUSTRIAL CONSTR SE,G,G,3291678,3388670,2019-05-17
W0000111708C01,111708,SMART SCALE - ROADWAY AND INTERSECTION IMPROVEMENTS,,,SHAMROCK CONSTRUCTION CORPORATION,G,G,1057950,438771,2021-05-24
WM518STC110752,110752,2018 SURFACE TREATMENT,Accomack County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,525057,484738,2018-10-26
WM520LMC114898,114898,2020 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,754316,701989,2020-10-23
WM521LMC117577,117577,2021 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,903596,0,2021-10-15
X0000081501C29,81501,SGR - BRIDGE REPLACEMENT OVER NORTH ANNA RIVER,Spotsylvania County,"""Beau.Hoyt@vdot.virginia.gov""","CATON CONSTRUCTION GROUP, INC.",R,G,1680652,1554883,2018-12-20
X0000107140B01,107140,SMART SCALE - WIDENING AND BRIDGE REPLACEMENT,,,"CATON CONSTRUCTION GROUP, INC.",G,G,15279152,1236510,2024-02-21
WM521LMA117579,117579,2021 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,1406568,0,2021-10-15
WM521STC117104,117104,2021 SURFACE TREATMENT,Accomack County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,796825,0,2021-10-15
X0000102936B12,102936,SGR -BRIDGE REPLACEMENT OVER POTOMAC CREEK,,,"ARCHER WESTERN CONSTRUCTION, LLC",G,G,4641022,2063787,2022-07-15
X0000109576N01,109576,SMART SCALE - ROUTE 17 CORRIDOR IMPROVEMENTS,,,EL-X ENTERPRISES,G,G,684279,99635,2021-06-16
X0000110112B17,110112,SGR - BRIDGE REPLACEMENT OVER HARRISON'S CREEK,,"""Jeremy.Cobb@vdot.virginia.gov""",ABERNATHY CONSTRUCTION CORPORATION,G,G,1067062,1062223,2020-09-29
X0000111392B46,111392,SGR - LEGACY BRIDGE REPLACEMENT OVER SOUTH RIVER,,,"BURLEIGH CONSTRUCTION CO.,INC",G,G,990042,218500,2021-10-13
X0000116153N01,116153,ON-CALL BRIDGE CLEANING,,,"DEANGELO BROTHERS, LLC",G,G,492000,0,2021-09-01
X0000108326B07,108326,BRIDGE REPAIRS AT VARIOUS LOCATIONS ON I-95,,"""Sylvester.Okpala@VDOT.Virginia.gov""",FORT MYER CONSTRUCTION CORPORATION,G,G,5084290,4999892,2018-11-05
X0000110111B21,110111,SGR - SBL BRIDGE REPLACEMENT OVER MATTAPONI RIVER,Stafford County,"""Beau.Hoyt@vdot.virginia.gov""",CORMAN KOKOSING CONSTRUCTION COMPANY,G,G,5713540,2715394,2021-09-19
X0000110901B11,110901,SGR - BRIDGE REPLACEMENT OVER EXOL SWAMP,,,CORMAN KOKOSING CONSTRUCTION COMPANY,G,G,1352052,1190002,2020-11-20
X0000114770M01,114770,SGR-CHATHAM BRIDGE DETOUR,,"""Robert.Ridgell@vdot.virginia.gov""","CES CONSULTING, LLC",G,G,485632,451021,2020-01-10
X000107715DB91,107715,I-95 SAFETY IMPROVEMENTS AT RT 3 DESIGN BUILD,,,"BRANCH CIVIL, INC.",G,G,18185000,18899640,2019-01-11
XM618PMS110817,110817,SGR - 2018 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",G,G,1917777,1843061,2018-12-07
XM619PMB113066,113066,2019 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",G,G,3866777,3883430,2019-12-06
X0000116644N01,116644,ON-CALL GUARDRAIL HITS (ACCIDENT REPAIR),,,"CURTIS CONTRACTING, INC.",G,G,598659,335499,2021-08-28
XM618PMJ110821,110821,2018 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""",BRANSCOME INC.,G,G,997178,845566,2018-12-07
XM619PMA113061,113061,2019 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""",BRANSCOME INC.,G,G,2763366,2484876,2019-12-06
XM620PMD116027,116027,2020 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,2277777,2589968,2020-11-20
XM620PMM116030,116030,2020 PLANT MIX,,,BRANSCOME INC.,G,G,873776,751492,2020-11-20
XM620PMA116020,116020,2020 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,2777777,3005432,2020-11-20
XM620PMK116103,116103,2020 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,642777,621191,2020-11-20
XM620PMS116999,117000,2020 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,1946777,2119672,2020-11-20
XM621PMJ117738,117737,2021 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,2466777,0,2021-11-15
Y0000105535B14,105535,SGR CHATHAM BRIDGE REHAB AND REPLACEMENT,,,JOSEPH B. FAY CO.,G,G,17887782,8105651,2022-04-21
Y0000105893M01,105893,INTERSECTION IMPROVEMENTS AT RTE 17(MILLS DRIVE) AND RTE 609,,,"J. L. KENT & SONS, INC.",G,G,1360610,1163756,2018-09-07
Y0000109468M01,109468,SMART SCALE - PEDESTRIAN IMPROVEMENTS,,,"HOWARD BROTHERS CONTRACTOR, INC.",R,R,601608,874186,2021-01-20
Y0000109478C01,109478,SMART SCALE - PASSING LANES AND TURN LANE EXPANSION,,,"J. L. KENT & SONS, INC.",G,G,4404726,1178180,2021-12-30
Y0000109578N01,109578,SMART SCALE - IMPROVE RAPPAHANNOCK COLLEGE SITE ACCESS,,"""Beau.Hoyt@vdot.virginia.gov""","HOWARD BROTHERS CONTRACTOR, INC.",G,G,368026,342268,2018-12-14
Y0000117390N01,117390,ON-CALL MASH GUARDRAIL IMPROVEMENTS,,,"L. S. LEE, INC.",G,G,272051,82563,2021-11-30
Y0000109466M01,109466,SMART SCALE - INTERSECTION IMPROVEMENTS,,,"HOWARD BROTHERS CONTRACTOR, INC.",G,G,1399908,1161224,2021-06-07
Y0000116581C01,116581,ON-CALL ADA CONCRETE REPAIR AND REPLACEMENT,,,"NORTH CONSTRUCTION, INC.",G,G,138729,0,2021-12-15
Y000013558DB83,4632,#HB2.FY17 I-95/RT 630 RECONSTRUCTION & WIDENING DESIGN BUILD,,"""Beau.Hoyt@vdot.virginia.gov""","SHIRLEY CONTRACTING COMPANY, LLC",G,R,99946969,109509180,2020-07-31
Y000101595DB94,110595,"I-95 SOUTHBOUND CD LANES, RAPPAHANNOCK RIVER DESIGN BUILD",,"""Robert.Ridgell@vdot.virginia.gov""","WAGMAN HEAVY CIVIL, INC.",G,R,101608779,82639054,2022-07-30
Y000103084C501,103084,FERRY ROAD WIDENING & RE-STRIPING,,"""Sylvester.Okpala@VDOT.Virginia.gov""","HENDERSON CONSTRUCTION CO., INC.",G,G,2646937,2446623,2020-06-01
Y0000117661N01,117661,SIGN AND PAVEMENT MARKING IMPROVEMENTS,,,"PERFORMANCE SIGNS, LLC",G,G,505979,0,2021-10-28
Y000105463DB89,105463,RT 606 BRIDGE REPLACEMENT DESIGN BUILD,,"""Robert.Ridgell@vdot.virginia.gov""","SHIRLEY CONTRACTING COMPANY, LLC",G,G,16469883,16776823,2019-09-18
Y000113807M501,116457,SGR* CULVERT REPLACEMENT,,,"J. L. KENT & SONS, INC.",G,G,1272851,1196353,2021-04-13
YM618PMC110814,110815,2018 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""",LEE HY PAVING CORPORATION,G,G,5460328,4848555,2018-12-07
YM618PMD110818,110818,2018 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""",LEE HY PAVING CORPORATION,G,G,2904843,2541934,2018-12-07
YM618STB108842,108842,2018 SURFACE TREATMENT,Stafford County,"""Sylvester.Okpala@VDOT.Virginia.gov""","PAVING CONTRACTORS, INC.",G,G,874131,813464,2018-10-26
YM619PMC113069,113071,SGR* 2019 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""",LEE HY PAVING CORPORATION,G,G,3445585,3414643,2019-12-06
YM618STA110807,110807,2018 SURFACE TREATMENT,Stafford County,"""Sylvester.Okpala@VDOT.Virginia.gov""","PAVING CONTRACTORS, INC.",G,G,1980791,1894112,2018-10-26
YM619PMD113053,113052,2019 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""",LEE HY PAVING CORPORATION,G,G,1536579,1571897,2019-12-06
YM619STA113054,113054,2019 SURFACE TREATMENT,Stafford County,"""Beau.Hoyt@vdot.virginia.gov""","PAVING CONTRACTORS, INC.",G,G,2329360,2356583,2019-10-25
YM620PMC116024,116025,2020 PLANT MIX,,,LEE HY PAVING CORPORATION,G,G,3367683,3042707,2020-11-20
YM620STA115497,115497,2020 SURFACE TREATMENT,Stafford County,,"PAVING CONTRACTORS, INC.",G,G,637115,630763,2020-10-16
YM620STC115499,115499,2020 SURFACE TREATMENT,Stafford County,,"PAVING CONTRACTORS, INC.",G,G,856917,882043,2020-10-16
Z00000105510DB,105510,I-95 NORTHBOUND RAPPAHANNOCK RIVER CROSSING CD LANES,,,"WAGMAN HEAVY CIVIL, INC.",G,G,107457777,17910638,2024-08-30
Z0000117650N01,117650,TRENCH WIDENING,,,"S. L. WILLIAMSON COMPANY, INCORPORATED",G,G,466722,0,2021-07-07
ZM618LMA110809,110809,2018 LATEX MODIFIED,Stafford County,"""Sylvester.Okpala@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",G,G,760037,597144,2018-10-26
YM620STB115498,115498,2020 SURFACE TREATMENT,Stafford County,,"PAVING CONTRACTORS, INC.",G,G,1109111,1075473,2020-10-16
YM621STB117710,117710,2021 SURFACE TREATMENT,Stafford County,,"PAVING CONTRACTORS, INC.",G,G,2590997,55936,2021-10-15
Z0000109471C01,109471,SMART SCALE - INTERSECTION IMPROVEMENTS,,,SHAMROCK CONSTRUCTION CORPORATION,R,G,759950,744553,2021-02-17
ZM617SSA108845,108845,2018 SLURRY SEAL,Stafford County,"""Sylvester.Okpala@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",G,G,704504,695886,2018-10-26
ZM618PMB110811,110811,2018 PLANT MIX,,"""Sylvester.Okpala@VDOT.Virginia.gov""",SUPERIOR PAVING CORPORATION,G,G,10318118,9517804,2018-12-07
ZM619SSA113055,113055,2019 SLURRY SEAL,Stafford County,"""Sylvester.Okpala@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",G,G,5221434,5239565,2019-11-22
ZM618LMB108837,108837,2018 LATEX MODIFIED,Stafford County,"""Sylvester.Okpala@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",G,G,1056744,1040344,2018-10-26
ZM618SSB108841,108841,2018 SLURRY SEAL,Stafford County,"""Sylvester.Okpala@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",R,G,2040592,2022589,2018-10-26
ZM620PMB116021,116021,2020 PLANT MIX,,,SUPERIOR PAVING CORPORATION,G,G,3832646,4124740,2020-11-20
ZM621LMA117720,117720,2021 LATEX MODIFIED,Stafford County,,"SLURRY PAVERS, INC.",G,G,907066,0,2021-10-15
ZM621PME117725,117725,2021 PLANT MIX,,,SUPERIOR PAVING CORPORATION,G,G,2989316,0,2021-11-15
ZM620LMA115501,115501,2020 LATEX MODIFIED,Stafford County,,"SLURRY PAVERS, INC.",G,G,848764,795593,2020-10-23
ZM620SSA115500,115500,2020 CAPE SEAL,Stafford County,,"SLURRY PAVERS, INC.",G,G,1043866,1000750,2020-10-16
ZM621PMB117724,117724,2021 PLANT MIX,,,SUPERIOR PAVING CORPORATION,G,G,4374744,0,2021-11-15
ZM621SSA117712,117712,2021 CAPE SEAL,Stafford County,,"SLURRY PAVERS, INC.",G,G,2337386,0,2021-10-15
ZM621SSB117714,117714,2021 CAPE SEAL / SLURRY SEAL,Stafford County,,"SLURRY PAVERS, INC.",G,G,2232418,10519,2021-10-15
ZM621SSC117717,117718,2021 CAPE SEAL / SLURRY SEAL,Stafford County,,"SLURRY PAVERS, INC.",G,G,1092132,0,2021-10-15
ZM621STA117709,117709,2021 SURFACE TREATMENT,Stafford County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,777492,0,2021-10-15
20000108257N01B,108257,JOINT CLOSURE AND BEAM REPAIR,,"""Satish.Airi@VDOT.virginia.gov""",FORT MYER CONSTRUCTION CORPORATION,G,G,2186166,2177895,2018-11-28
30000113505B27B,113505,LATEX OVERLAY,,"""Satish.Airi@VDOT.virginia.gov""",MARTINS CONSTRUCTION CORP.,G,G,679500,667748,2019-08-29
3M719PMA112999B,114190,2019 PLANT MIX,Culpeper District-wide,,LEE HY PAVING CORPORATION,G,G,5675761,5644878,2019-12-06
ZM621STC117711,117711,2021 SURFACE TREATMENT,Stafford County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2128885,0,2021-10-15
2M720LMA115027B,115027,2020 LATEX MODIFIED,Culpeper District-wide,,BOXLEY MATERIALS COMPANY,G,G,1293016,1148469,2020-10-23
50000097111B621,97111,SGR - ROUTE 11 OVER I-81 BRIDGE REPLACEMENT,,"""Stephan.Ball@VDOT.Virginia.gov""","A & J DEVELOPMENT AND EXCAVATION, INC.",G,G,12560729,11670849,2021-05-24
7M819PMP112394B,112394,2019 PLANT MIX,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,2979860,1590433,2019-12-06
B00000116714N01,116714,ON-CALL GUARDRAIL AND CABLE REPAIR,,"""Chan.Basnayake@vdot.virginia.gov""","L. S. LEE, INC.",R,R,485525,837865,2021-08-10
D00000109438C01,109438,SMART SCALE- INTERSECTION ACCESS MANAGEMENT WITH PARK & RIDE,,"""Todd.Bolling@vdot.virginia.gov""","ESTES BROS. CONST., INC.",G,G,2562980,1749890,2021-09-24
500000080272M01,80272,ROAD IMPROVEMENTS ON RTE. 610 AT INTERSECTION W/ RTE. 912,Augusta County,,"A. R. COFFEY AND SONS, INC.",R,R,2438619,3303478,2018-10-19
60000108057C01B,108057,SIGNAL & TURN LANE IMPROVEMENTS AT I-64 EXIT 21 & RTE. 1101,,,"PHILLIPS CONSTRUCTION, LLC OF KY(USED IN",G,G,3655275,3532751,2018-07-12
7M819PMQ113683B,113683,2019 PLANT MIX,,,"W-L CONSTRUCTION & PAVING, INC.",G,G,2163139,1700443,2019-12-06
CM0000112438N01,112438,2018 PLANT MIX,,,"VIRGINIA PAVING CO., DIV. OF THE LANE CO",G,G,7068615,6932340,2018-12-07
FM119PMA112947B,112947,2019 PLANT MIX,,"""James.Parsons@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,2357877,2105848,2019-12-06
G0000106803N04B,106803,RTE 99 LANDSCAPING,,"""M.Mann@VDOT.Virginia.gov""",DLB ENTERPRISES LLC,G,G,258849,241234,2019-12-20
J0000108905M01B,108905,SMART SCALE - INTERSECTION SAFETY IMPROVEMENTS,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","SOWERS CONSTRUCTION CO., INC.",G,G,889010,865402,2020-12-15
K0000107014N01B,107014,SHOULDER WIDENING AND SAFETY IMPROVEMENTS,,,"COLONY CONSTRUCTION, INC.",G,G,1097837,1010774,2018-12-06
FM0M117SS110871,110871,2018 SLURRY SEAL,,"""Todd.Repass@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",R,G,1072728,1098640,2018-10-26
G00000104187B68,104187,SGR - BRIDGE REPLACEMENT OVER NSRR,,"""Tony.Handy@VDOT.Virginia.gov""","BURLEIGH CONSTRUCTION CO.,INC",G,G,2311168,736486,2022-05-31
H0000110127N501,110127,RTE 608 - RESURFACE UNPAVED ROAD,,,"PEARSON CONSTRUCTION, INC.",G,G,240150,249929,2018-10-20
K0000095861B11B,95861,RTE 678 SUPERSTRUCTURE REHABILITATION OVER ROCK ISLAND CREEK,,,"DW MILLER CONSTRUCTION, INC.",G,G,427039,427065,2019-09-13
KM318DPB111831B,111831,2019 DISTRICTWIDE PIPE REHAB/REPLACEMENT,,,"CURTIS CONTRACTING, INC.",G,G,1346207,1303127,2019-10-18
KM319PMB113244B,113244,2019 PLANT MIX APPOMATTOX & CAMPBELL,Amherst County,,"COLONY CONSTRUCTION, INC.",G,G,2452877,2151341,2019-12-06
PM319STA112825B,112825,"2019 SURFACE TREATMENT APPOMATTOX, CAMPBELL, AMHERST, NELSON",Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1715747,1611336,2019-10-25
PM319STB112828B,112828,"2019 SURFACE TREATMENT BUCKINGHAM, CHARLOTTE CUMBERLAND P.E.",Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2379655,2171195,2019-10-25
KM0000112253N01,112253,RTE 460 EBL - (APPOMATTOX BYPASS) RUBBLIZATION / OVERLAY,,,BOXLEY MATERIALS COMPANY,G,G,5337126,5738033,2018-12-07
N0000109586N01B,109586,CONSTRUCT SIDEWALK,,,"MCC ACQUISITION,LC DBA VIRGINIA-CAROLINA",G,G,1310747,185748,2021-11-12
R00001116959N01,116959,ON CALL PIPE REHAB OR REPLACEMENT,,,"CURTIS CONTRACTING, INC.",G,G,1969600,49111,2022-10-07
S0000106938T01B,106938,RTE 95 - INSTALL ITS DEVICES,,,"MIDASCO VA LLC (USED IN VA: MIDASCO, LLC",G,G,3059257,3056954,2018-10-17
TCM418LMA110708,110708,2018 LATEX MODIFIED,,"""Robert.Poutier@vdot.virginia.gov""","SLURRY PAVERS, INC.",G,G,5334955,5107926,2018-10-26
U0000115035P401,115034,2020 PLANT MIX,,,BRANSCOME INC.,G,G,2276943,2287861,2020-11-20
R0000107796C01B,107796,SMART SCALE - DECEL LANE EXTENSION,,,"ALLAN MYERS VA, INC.",G,G,1667777,1691311,2020-01-06
R0000114697P01B,114697,ON CALL PAVING,,,"DEVCON  CONTRACTING, INC.",G,G,648550,79630,2021-06-30
